Ticker,Company Name,Sector,Industry Group,Country,Dividend Yield,Dividend Payout Ratio,Last
A,Agilent Technologies Inc,Healthcare,Medical Laboratories & Research,United States of America,0.006383,0.253801,116.14
AAON,AAON Inc,Industrial Goods,General Building Materials,United States of America,0.005273,0.250794,72.7
AAP,Advance Auto Parts Inc,Services,Auto Parts Stores,United States of America,0.006041,0.114289,171.36
AAPL,Apple Inc,Consumer Goods,Electronic Equipment,United States of America,0.006826,0.221414,121.41
AAT,American Assets Trust Inc,Financial,REIT - Retail,United States of America,0.029568,1.074941,34.59
AB,AllianceBernstein Holding LP,Financial,Asset Management,United States of America,0.079813,0.969579,37.42
ABBV,AbbVie Inc,Healthcare,Drug Manufacturers - Major,United States of America,0.045812,1.669407,106.65
ABCB,Ameris Bancorp,Financial,Regional - Mid-Atlantic Banks,United States of America,0.012034,0.15911,50.38
ABM,ABM Industries Inc,Services,Business Services,United States of America,0.016764,164.333333,46.25
ABR,Arbor Realty Trust Inc,Financial,REIT - Diversified,United States of America,0.079146,0.882502,15.68
ABT,Abbott Laboratories,Healthcare,Medical Appliances & Equipment,United States of America,0.013189,0.569522,117.23
ABTX,Allegiance Bancshares Inc,Financial,Regional - Mid-Atlantic Banks,United States of America,0.010731,0.140022,39.61
ACCO,ACCO Brands Corp,Consumer Goods,Office Supplies,United States of America,0.030916,0.396774,8.4
ACI,Albertsons Companies Inc,Services,Grocery Stores,United States of America,0.011154,0.078799,17.77
ACNB,ACNB Corp,Financial,Regional - Southwest  Banks,United States of America,0.034002,0.503957,31.19
ACRE,Ares Commercial Real Estate Corp,Financial,REIT - Diversified,United States of America,0.09621,1.958104,14.03
ACU,Acme United Corp,Consumer Goods,Housewares & Accessories,United States of America,0.012929,0.227111,35.71
ADC,Agree Realty Corp,Financial,Property Management,United States of America,0.044703,1.27143,64.4
ADM,Archer Daniels Midland Co,Consumer Goods,Farm Products,United States of America,0.026131,0.453984,57.57
ADS,Alliance Data Systems Corp,Services,Business Services,United States of America,0.008634,0.283575,103.72
ADTN,ADTRAN Inc,Technology,Communication Equipment,United States of America,0.022209,7.289319,16.54
AEE,Ameren Corp,Utilities,Electric Utilities,United States of America,0.028098,0.563284,72.88
AEL,American Equity Investment Life Holding Co,Financial,Life Insurance,United States of America,0.011061,0.092893,29.75
AEP,American Electric Power Company Inc,Utilities,Electric Utilities,United States of America,0.037282,0.648655,78.9
AES,AES Corp,Utilities,Electric Utilities,United States of America,0.022427,5.282895,26
AFG,American Financial Group Inc,Financial,Property & Casualty Insurance,United States of America,0.035721,0.463245,113.36
AFL,Aflac Inc,Financial,Accident & Health Insurance,United States of America,0.024174,0.160946,49.95
AGCO,AGCO Corp,Industrial Goods,Farm & Construction Machinery,United States of America,0.005089,0.121725,133.38
AGM,Federal Agricultural Mortgage Corp,Financial,Credit Services,United States of America,0.036735,0.466175,90.44
AGR,Avangrid Inc,Utilities,Gas Utilities,United States of America,0.038715,1.020408,46.07
AHH,Armada Hoffler Properties Inc,Financial,REIT - Diversified,United States of America,0.033872,1.287995,13.31
AIN,Albany International Corp,Industrial Goods,Textile Industrial,United States of America,0.008889,0.252645,87.96
AIZ,Assurant Inc,Financial,Accident & Health Insurance,United States of America,0.020144,0.391461,131.95
AJG,Arthur J Gallagher & Co,Financial,Insurance Brokers,United States of America,0.015179,0.503205,124.17
AJX,Great Ajax Corp,Financial,REIT - Diversified,United States of America,0.072999,0.713466,11.76
AL,Air Lease Corp,Services,Rental & Leasing Services,United States of America,0.012794,0.161851,47.95
ALB,Albemarle Corp,Basic Materials,Specialty Chemicals,United States of America,0.010883,0.434108,143.86
ALCO,Alico Inc,Consumer Goods,Farm Products,United States of America,0.015448,0.101127,30.01
ALE,ALLETE Inc,Utilities,Diversified Utilities,United States of America,0.039386,0.793317,63.59
ALEX,Alexander & Baldwin Inc,Financial,Real Estate Development,United States of America,0.019814,2.653846,17.81
ALG,Alamo Group Inc,Industrial Goods,Farm & Construction Machinery,United States of America,0.003503,0.108141,155.01
ALL,Allstate Corp,Financial,Property & Casualty Insurance,United States of America,0.022222,0.139168,111.71
ALLY,Ally Financial Inc,Financial,Mortgage Investment,United States of America,0.017642,0.266359,43.98
ALPpQ,Alabama Power Co,,,United States of America,0.047438,0.976474,26.35
ALRS,Alerus Financial Corp,,,United States of America,0.02069,0.246441,30.29
ALSK,Alaska Communications Systems Group Inc,Technology,Telecom Services - Domestic,United States of America,0.027108,0.498968,3.29
ALSN,Allison Transmission Holdings Inc,Consumer Goods,Auto Parts,United States of America,0.021887,0.26087,40.61
ALTA,Alterola Biotech Inc,Basic Materials,Industrial Metals & Minerals,United States of America,0.01623,0.230395,36.71
ALX,Alexander's Inc,Financial,REIT - Retail,United States of America,0.064359,2.197668,286.94
AMC,AMC Entertainment Holdings Inc,Services,"Movie Production, Theaters",United States of America,0.078456,0.03916,8.25
AME,Ametek Inc,Industrial Goods,Diversified Machinery,United States of America,0.005981,0.189165,122.27
AMG,Affiliated Managers Group Inc,Financial,Asset Management,United States of America,0.000296,0.756674,139.42
AMGN,Amgen Inc,Healthcare,Biotechnology,United States of America,0.029562,0.516933,227.66
AMH,American Homes 4 Rent,Financial,REIT - Residential,United States of America,0.006803,0.817521,29.77
AMNB,American National Bankshares Inc,Financial,Regional - Mid-Atlantic Banks,United States of America,0.033048,0.4136,33.99
AMOT,Allied Motion Technologies Inc,Industrial Goods,Industrial Electrical Equipment,United States of America,0.002603,0.080233,47.62
AMP,Ameriprise Financial Inc,Financial,Asset Management,United States of America,0.019149,0.32399,222.36
AMRB,American River Bankshares,Financial,Regional - Pacific Banks,United States of America,0.018692,0.256386,14.98
AMSF,Amerisafe Inc,Financial,Property & Casualty Insurance,United States of America,0.080126,1.025092,62.11
AMSWA,American Software Inc,Technology,Application Software,United States of America,0.022739,2.161354,20.11
AMT,American Tower Corp,Financial,REIT - Diversified,United States of America,0.022516,1.147207,199.95
ANTM,Anthem Inc,Healthcare,Health Care Plans,United States of America,0.01182,0.208661,333.48
AOS,A. O. Smith Corp,Industrial Goods,Industrial Electrical Equipment,United States of America,0.016383,0.460133,62.52
APAM,Artisan Partners Asset Management Inc,Financial,Asset Management,United States of America,0.0736,0.658036,47.94
APD,Air Products and Chemicals Inc,Basic Materials,Chemicals - Major Diversified,United States of America,0.020902,0.593136,263.68
APH,Amphenol Corp,Technology,Diversified Electronics,United States of America,0.008661,0.257562,61.57
ARC,ARC Document Solutions Inc,Services,Business Services,United States of America,0.01,0.150181,2
ARCB,ArcBest Corp,Services,Trucking,United States of America,0.00496,0.114726,66.18
ARE,Alexandria Real Estate Equities Inc,Financial,REIT - Office,United States of America,0.026837,0.644341,158.3
ARES,Ares Management LP,Financial,Asset Management,United States of America,0.031733,2.218861,51.15
ARI,Apollo Commercial Real Estate Finance Inc,Financial,REIT - Diversified,United States of America,0.107647,13.674212,13.74
AROW,Arrow Financial Corp,Financial,Regional - Northeast Banks,United States of America,0.031292,0.409934,33.98
ARTNA,Artesian Resources Corp,Utilities,Water Utilities,United States of America,0.027169,0.913937,38.1
ASB,Associated Banc-Corp,Financial,Regional - Midwest Banks,United States of America,0.03485,0.425011,21.47
ASRV,Ameriserv Financial Inc,Financial,Regional - Northeast Banks,United States of America,0.027174,0.375082,3.64
ASTE,Astec Industries Inc,Industrial Goods,Farm & Construction Machinery,United States of America,0.007917,0.21322,71.6
ATAX,America First Multifamily Investors LP,Financial,Mortgage Investment,United States of America,0.064211,3.526419,4.74
ATLO,Ames National Corp,Financial,Regional - Northeast Banks,United States of America,0.040306,0.501612,25.65
ATR,Aptargroup Inc,Consumer Goods,Packaging & Containers,United States of America,0.011043,0.432799,134.09
ATRI,Atrion Corp,Healthcare,Medical Instruments & Supplies,United States of America,0.010659,0.376771,626.42
ATVI,Activision Blizzard Inc,Technology,Multimedia & Graphics Software,United States of America,0.004479,0.143832,92.52
AUBN,Auburn National Bancorporation Inc,Financial,Regional - Southeast Banks,United States of America,0.023336,0.447909,46.44
AVA,Avista Corp,Utilities,Diversified Utilities,United States of America,0.040066,0.851461,42.92
AVB,AvalonBay Communities Inc,Financial,REIT - Residential,United States of America,0.03572,1.068872,177.63
AVD,American Vanguard Corp,Basic Materials,Agricultural Chemicals,United States of America,0.002003,0.162488,20.74
AVGO,Broadcom Ltd,Technology,Semiconductor - Broad Line,United States of America,0.034684,1.869595,449.96
AVY,Avery Dennison Corp,Consumer Goods,Business Equipment,United States of America,0.013938,0.354021,177.35
AWK,American Water Works Company Inc,Utilities,Water Utilities,United States of America,0.0163,0.54866,135.82
AWR,American States Water Co,Utilities,Water Utilities,United States of America,0.018545,0.806549,70.94
AXP,American Express Co,Financial,Credit Services,United States of America,0.012055,0.470175,147.36
AZZ,AZZ Inc,Industrial Goods,Diversified Machinery,United States of America,0.013261,0.70775,52.11
B,Barnes Group Inc,Industrial Goods,Industrial Equipment & Components,United States of America,0.012258,0.511274,55.01
BAC,Bank of America Corp,Financial,Money Center Banks,United States of America,0.019726,0.431821,36.92
BANC,Banc of California Inc,Financial,Regional - Pacific Banks,United States of America,0.012533,2.075076,19.4
BANF,BancFirst Corp,Financial,Regional - Southwest  Banks,United States of America,0.01962,0.426486,69.47
BANR,Banner Corp,Financial,Regional - Mid-Atlantic Banks,United States of America,0.030626,0.811521,56.38
BAX,Baxter International Inc,Healthcare,Medical Instruments & Supplies,United States of America,0.012824,0.426126,78.05
BBSI,Barrett Business Services Inc,Services,Staffing & Outsourcing Services,United States of America,0.017084,0.236903,71.86
BBY,Best Buy Co Inc,Services,Electronics Stores,United States of America,0.022394,0.318579,102.8
BC,Brunswick Corp,Consumer Goods,"Recreational Goods, Other",United States of America,0.011492,0.210089,93.08
BCBP,BCB Bancorp Inc,Financial,Regional - Northeast Banks,United States of America,0.039773,0.560456,14.85
BCC,Boise Cascade Co,Industrial Goods,"Lumber, Wood Production",United States of America,0.039888,0.452597,52.95
BCO,Brinks Co,Services,Security & Protection Services,United States of America,0.00787,2.141553,79.91
BCPC,Balchem Corp,Basic Materials,Chemicals - Major Diversified,United States of America,0.004765,0.197405,123.44
BDN,Brandywine Realty Trust,Financial,REIT - Diversified,United States of America,0.060032,0.429176,12.93
BELFA,Bel Fuse Inc,Technology,Diversified Electronics,United States of America,0.012994,0.289704,18.47
BFIN,BankFinancial Corp,Financial,Savings & Loans,United States of America,0.038685,0.652843,10.79
BFS,Saul Centers Inc,Financial,REIT - Retail,United States of America,0.056715,1.203931,38.98
BFST,Business First Bancshares Inc,,,United States of America,0.017437,0.309549,23.65
BG,Bunge Ltd,Consumer Goods,Farm Products,United States of America,0.026295,0.290129,78.69
BGCP,BGC Partners Inc,Financial,Investment Brokerage - National,United States of America,0.039352,2.182767,4.35
BGFV,Big 5 Sporting Goods Corp,Services,Sporting Goods Stores,United States of America,0.019716,0.097783,13.2
BGS,B&G Foods Inc,Consumer Goods,Processed & Packaged Goods,United States of America,0.067376,0.923372,30.05
BGSF,BG Staffing Inc,Services,Staffing & Outsourcing Services,United States of America,0.020718,3.639689,14.91
BHB,Bar Harbor Bankshares,Financial,Regional - Northeast Banks,United States of America,0.02969,0.470515,31.03
BHE,Benchmark Electronics Inc,Technology,Printed Circuit Boards,United States of America,0.022092,1.639345,29.83
BK,Bank of New York Mellon Corp,Financial,Asset Management,United States of America,0.027703,0.357419,45.03
BKEP,Blueknight Energy Partners LP,Basic Materials,Oil & Gas Pipelines,United States of America,0.072072,1.612229,2.4
BKH,Black Hills Corp,Utilities,Electric Utilities,United States of America,0.036728,0.623151,62.56
BKSC,Bank of South Carolina,Financial,Regional - Mid-Atlantic Banks,United States of America,0.035389,0.629696,18.65
BKU,BankUnited Inc,Financial,Regional - Mid-Atlantic Banks,United States of America,0.021495,0.437304,43.92
BLK,BlackRock Inc,Financial,Asset Management,United States of America,0.021984,0.427544,702.62
BLL,Ball Corp,Consumer Goods,Packaging & Containers,United States of America,0.007186,0.340206,82.21
BMI,Badger Meter Inc,Technology,Scientific & Technical Instruments,United States of America,0.007255,0.412217,100.44
BMRC,Bank of Marin Bancorp,Financial,Regional - Pacific Banks,United States of America,0.023983,0.391841,39.56
BMTC,Bryn Mawr Bank Corp,Financial,Regional - Mid-Atlantic Banks,United States of America,0.026213,0.657148,41.66
BOCH,Bank of Commerce Holdings,Financial,Regional - Mid-Atlantic Banks,United States of America,0.019248,0.258599,11.1
BOH,Bank of Hawaii Corp,Financial,Regional - Pacific Banks,United States of America,0.030486,0.698512,91.61
BOKF,BOK Financial Corp,Financial,Regional - Southwest  Banks,United States of America,0.022585,0.331985,93.67
BOTJ,Bank of the James,Financial,Regional - Mid-Atlantic Banks,United States of America,0.018506,0.281628,15.13
BPFH,Boston Private Financial Holdings Inc,Financial,Regional - Northeast Banks,United States of America,0.02214,0.6573,13.84
BPMP,Bp Midstream Partners LP,,,United States of America,0.115353,0.463887,12.22
BRG,Bluerock Residential Growth REIT Inc,Financial,REIT - Residential,United States of America,0.060185,6.022346,11.03
BRKL,Brookline Bancorp Inc,Financial,Savings & Loans,United States of America,0.030976,0.76406,15.24
BRKR,Bruker Corp,Healthcare,Medical Laboratories & Research,United States of America,0.002729,0.159851,59.33
BRO,Brown & Brown Inc,Financial,Insurance Brokers,United States of America,0.007901,0.209356,46.03
BRX,Brixmor Property Group Inc,Financial,REIT - Retail,United States of America,0.025291,1.406229,20.16
BSM,Black Stone Minerals LP,Basic Materials,Independent Oil & Gas,United States of America,0.058668,1.324449,9.7
BSRR,Sierra Bancorp,Financial,Regional - Pacific Banks,United States of America,0.031991,0.336802,26.44
BSVN,BALSAM VENTURES INC,Services,Business Services,United States of America,0.023455,0.414315,18.63
BUSE,First Busey Corp,Financial,Regional - Midwest Banks,United States of America,0.036975,0.478474,24.57
BWA,BorgWarner Inc,Consumer Goods,Auto Parts,United States of America,0.014621,0.322751,48.88
BWFG,Bankwell Financial Group Inc,Financial,Regional - Northeast Banks,United States of America,0.021108,0.476438,27.25
BWXT,BWX Technologies Inc,Industrial Goods,Aerospace/Defense Products & Services,United States of America,0.013094,0.26125,59.7
BX,Blackstone Group LP,Financial,Asset Management,United States of America,0.033691,1.38539,66.52
BXG,BLUEGREEN CORP,Financial,Property Management,United States of America,0.160754,6.455977,9.2
BXMT,Blackstone Mortgage Trust Inc,Financial,REIT - Diversified,United States of America,0.08231,2.591843,30.75
BXP,Boston Properties Inc,Financial,REIT - Office,United States of America,0.038843,0.676264,102.23
BXS,BancorpSouth Inc,Financial,Regional - Southeast Banks,United States of America,0.023688,0.309551,32.52
C,Citigroup Inc,Financial,Money Center Banks,United States of America,0.029222,0.482728,70.21
CABO,Cable ONE Inc,Technology,Diversified Communication Services,United States of America,0.005508,0.18586,1804.96
CAC,Camden National Corp,Financial,Regional - Northeast Banks,United States of America,0.030641,0.34502,44.86
CAL,Caleres Inc,Consumer Goods,Textile - Apparel Footwear & Accessories,United States of America,0.016837,0.183982,17.36
CAPL,Crossamerica Partners LP,Basic Materials,Oil & Gas Refining & Marketing,United States of America,0.116927,0.725171,18.01
CARR,Carrier Global Corp,Industrial Goods,Industrial Electrical Equipment,United States of America,0.007883,0.092722,36.94
CASH,Meta Financial Group Inc,Financial,Savings & Loans,United States of America,0.00446,0.101614,45.09
CASS,Cass Information Systems Inc,Services,Business Services,United States of America,0.024341,0.619598,45.09
CAT,Caterpillar Inc,Industrial Goods,Farm & Construction Machinery,United States of America,0.019364,0.74692,220.09
CATC,Cambridge Bancorp,Financial,Regional - Mid-Atlantic Banks,United States of America,0.026548,0.456056,83.71
CATY,Cathay General Bancorp,Financial,Regional - Pacific Banks,United States of America,0.030823,0.431216,41.91
CBAN,Colony Bankcorp Inc,Financial,Regional - Mid-Atlantic Banks,United States of America,0.027344,0.368345,14.98
CBOE,CBOE Holdings Inc,Financial,Diversified Investments,United States of America,0.016494,0.364374,105.14
CBSH,Commerce Bancshares Inc,Financial,Regional - Midwest Banks,United States of America,0.014456,0.360479,77.09
CBTX,CBTX Inc,,,United States of America,0.013514,0.377907,30.48
CBU,Community Bank System Inc,Financial,Regional - Midwest Banks,United States of America,0.022665,0.529106,75.22
CC,Chemours Co,Basic Materials,Specialty Chemicals,United States of America,0.038344,0.767123,27.43
CCBG,Capital City Bank Group Inc,Financial,Regional - Mid-Atlantic Banks,United States of America,0.021324,0.224293,27.11
CCI,Crown Castle International Corp,Technology,Diversified Communication Services,United States of America,0.033058,1.998175,150.15
CCNE,CNB Financial Corp,Financial,Regional - Northeast Banks,United States of America,0.028286,0.302904,24.97
CCOI,Cogent Communications Holdings Inc,Technology,Diversified Communication Services,United States of America,0.048236,20.819176,58.24
CDW,CDW Corp,Technology,Information Technology Services,United States of America,0.010301,0.278503,154.48
CE,Celanese Corp,Basic Materials,Chemicals - Major Diversified,United States of America,0.017914,0.161647,147.82
CELP,Cypress Energy Partners LP,Basic Materials,Oil & Gas Equipment & Services,United States of America,0.285714,2.521515,2.96
CERN,Cerner Corp,Technology,Healthcare Information Services,United States of America,0.01114,0.283892,70.39
CF,CF Industries Holdings Inc,Basic Materials,Agricultural Chemicals,United States of America,0.026356,1,47.12
CFFI,C&F Financial Corp,Financial,Regional - Mid-Atlantic Banks,United States of America,0.033443,0.247324,48.92
CFFN,Capitol Federal Financial Inc,Financial,Savings & Loans,United States of America,0.034559,1.456829,13.73
CFG,Citizens Financial Group Inc,Financial,Regional - Mid-Atlantic Banks,United States of America,0.035714,0.728477,44.3
CFR,Cullen/Frost Bankers Inc,Financial,Regional - Southwest  Banks,United States of America,0.026523,0.55141,110.69
CG,Carlyle Group LP,Financial,Asset Management,United States of America,0.028547,1.120951,34.58
CGNX,Cognex Corp,Technology,Scientific & Technical Instruments,United States of America,0.028938,2.216453,78.29
CHCO,City Holding Co,Financial,Regional - Mid-Atlantic Banks,United States of America,0.029042,0.40932,80.89
CHCT,Community Healthcare Trust Inc,Financial,REIT - Healthcare Facilities,United States of America,0.037751,1.99371,45.39
CHD,Church & Dwight Co Inc,Consumer Goods,Cleaning Products,United States of America,0.012481,0.301947,79.93
CHE,Chemed Corp,Healthcare,Home Health Care,United States of America,0.003186,0.065982,433.51
CHH,Choice Hotels International Inc,Services,Lodging,United States of America,0.008559,0.335257,104.47
CHMG,Chemung Financial Corp,Financial,Regional - Pacific Banks,United States of America,0.026571,0.276257,42.4
CHRW,C.H. Robinson Worldwide Inc,Services,Air Delivery & Freight Services,United States of America,0.022176,0.414588,94.04
CIM,Chimera Investment Corp,Financial,REIT - Diversified,United States of America,0.118044,4.46097,11.92
CINF,Cincinnati Financial Corp,Financial,Property & Casualty Insurance,United States of America,0.024031,0.308388,104.35
CINR,Ciner Resources LP,Basic Materials,Industrial Metals & Minerals,United States of America,0.127341,0.246612,13.36
CIVB,Civista Bancshares Inc,Financial,Regional - Mid-Atlantic Banks,United States of America,0.021337,0.241937,21.35
CIZN,Citizens Holding Co,Financial,Regional - Northeast Banks,United States of America,0.045176,0.802995,21.52
CL,Colgate-Palmolive Co,Consumer Goods,Personal Products,United States of America,0.023643,0.612937,76.08
CLAR,Clarus Corp,Consumer Goods,Sporting Goods,United States of America,0.005615,0.136979,18.03
CLDB,Cortland Bancorp,Financial,Savings & Loans,United States of America,0.030296,0.341973,20.135
CLGX,Corelogic Inc,Technology,Processing Systems & Products,United States of America,0.014794,0.284455,79.07
CMA,Comerica Inc,Financial,Money Center Banks,United States of America,0.039784,0.808017,69.92
CMCSA,Comcast Corp,Services,Entertainment - Diversified,United States of America,0.017059,0.38688,55.03
CME,CME Group Inc,Financial,Investment Brokerage - National,United States of America,0.0285,1.001709,213.99
CMI,Cummins Inc,Industrial Goods,Diversified Machinery,United States of America,0.020579,0.446162,265.72
CMP,Compass Minerals International Inc,Basic Materials,Industrial Metals & Minerals,United States of America,0.045874,1.665546,65.36
CMS,CMS Energy Corp,Utilities,Electric Utilities,United States of America,0.030746,0.621011,55.36
CMSpB,Consumers Energy Co,,,United States of America,0.041036,0.705357,109.66
CNA,CNA Financial Corp,Financial,Property & Casualty Insurance,United States of America,0.051732,1.376812,44.4
CNMD,Conmed Corp,Healthcare,Medical Appliances & Equipment,United States of America,0.006754,2.397604,123.78
CNO,CNO Financial Group Inc,Financial,Accident & Health Insurance,United States of America,0.019748,0.222001,24.51
CNOB,ConnectOne Bancorp Inc,Financial,Regional - Northeast Banks,United States of America,0.014417,0.20083,25.82
CNXN,PC Connection Inc,Services,Computers Wholesale,United States of America,0.007225,0.137169,45.54
CODI,Compass Diversified Holdings,Conglomerates,Conglomerates,United States of America,0.060025,4.952054,23.96
COF,Capital One Financial Corp,Financial,Credit Services,United States of America,0.00794,0.27266,127.81
COFS,ChoiceOne Financial Services Inc,Financial,Regional - Mid-Atlantic Banks,United States of America,0.031179,0.407043,27.36
COG,Cabot Oil & Gas Corp,Basic Materials,Independent Oil & Gas,United States of America,0.021448,0.794848,18.98
COKE,Coca-Cola Bottling Co Consolidated,Consumer Goods,Beverages - Soft Drinks,United States of America,0.003883,0.600636,271.74
COLB,Columbia Banking System Inc,Financial,Savings & Loans,United States of America,0.024567,0.619207,47.26
COLD,Americold Realty Trust,,,United States of America,0.02467,6.804561,34.25
CONE,CyrusOne Inc,Financial,REIT - Diversified,United States of America,0.031686,5.705314,65.51
COO,Cooper Companies Inc,Healthcare,Medical Instruments & Supplies,United States of America,0.000161,0.012584,387.97
COR,CoreSite Realty Corp,Financial,REIT - Office,United States of America,0.044743,2.497479,111.58
CORE,Core-Mark Holding Company Inc,Services,Food Wholesale,United States of America,0.01351,0.352848,37.1
COST,Costco Wholesale Corp,Services,"Discount, Variety Stores",United States of America,0.04012,0.277372,317.27
CPF,Central Pacific Financial Corp,Financial,Regional - Pacific Banks,United States of America,0.038607,0.695812,24.6
CPK,Chesapeake Utilities Corp,Utilities,Gas Utilities,United States of America,0.015929,0.379885,112.95
CPSI,Computer Programs and Systems Inc,Technology,Healthcare Information Services,United States of America,0.013373,0.305621,30.78
CPT,Camden Property Trust,Financial,REIT - Residential,United States of America,0.034302,2.592647,102.6
CQP,Cheniere Energy Partners LP,Basic Materials,Oil & Gas Pipelines,United States of America,0.062636,1.148774,41.72
CR,Crane Co,Industrial Goods,Diversified Machinery,United States of America,0.019827,0.55439,89.46
CRAI,CRA International Inc,Services,Management Services,United States of America,0.014893,0.306157,66
CRD.B,Crawford & Co,Financial,Insurance Brokers,United States of America,0.019293,1.289007,9.83
CRI,Carter's Inc,Consumer Goods,Textile - Apparel Clothing,United States of America,0.025289,0.239343,85.17
CSGS,CSG Systems International Inc,Technology,Business Software & Services,United States of America,0.020632,0.528964,46.22
CSL,Carlisle Companies Inc,Consumer Goods,Rubber & Plastics,United States of America,0.014238,0.35114,151.22
CSTR,Capstar Financial Holdings Inc,Services,"Specialty Retail, Other",United States of America,0.012516,0.18939,16.48
CSV,Carriage Services Inc,Services,Personal Services,United States of America,0.010909,0.375886,34.05
CSWC,Capital Southwest Corp,Financial,Asset Management,United States of America,0.093836,0.850176,21.64
CSX,CSX Corp,Services,Railroads,United States of America,0.01201,0.288246,91.65
CTAS,Cintas Corp,Services,Business Services,United States of America,0.004438,0.277972,339.59
CTB,Cooper Tire & Rubber Co,Consumer Goods,Rubber & Plastics,United States of America,0.007283,0.579581,57.99
CTBI,Community Trust Bancorp Inc,Financial,Regional - Southeast Banks,United States of America,0.035815,0.456137,44.09
CTO,Consolidated-Tomoka Land Co,Financial,Real Estate Development,United States of America,0.249319,0.050841,54
CTRE,CareTrust REIT Inc,Financial,REIT - Healthcare Facilities,United States of America,0.043995,1.152027,22.79
CTS,CTS Corp,Technology,Diversified Electronics,United States of America,0.006246,0.149311,32.71
CTSH,Cognizant Technology Solutions Corp,Technology,Business Software & Services,United States of America,0.012431,0.344828,73.66
CTVA,Corteva Inc,,,United States of America,0.011859,0.639087,44.85
CTXS,Citrix Systems Inc,Technology,Business Software & Services,United States of America,0.01068,0.34098,135.42
CUBE,CubeSmart,Financial,REIT - Industrial,United States of America,0.03756,1.528856,36.45
CURO,Curo Group Holdings Corp,,,United States of America,0.01532,0.057054,14.97
CUZ,Cousins Properties Inc,Financial,REIT - Diversified,United States of America,0.034552,0.740246,34.87
CVBF,CVB Financial Corp,Financial,Regional - Pacific Banks,United States of America,0.032432,0.555857,22.78
CVCY,Central Valley Community Bancorp,Financial,Regional - Pacific Banks,United States of America,0.023342,0.316476,19.34
CVLY,Codorus Valley Bancorp Inc,Financial,Regional - Northeast Banks,United States of America,0.027684,0.68468,18.7
CVS,CVS Health Corp,Healthcare,Health Care Plans,United States of America,0.028914,0.36485,70.63
CW,Curtiss-Wright Corp,Industrial Goods,Diversified Machinery,United States of America,0.005963,0.139901,118.53
CWBC,Community West Bancshares,Financial,Regional - Pacific Banks,United States of America,0.019139,0.203311,10.45
CWH,Camping World Holdings Inc,Consumer Goods,Recreational Vehicles,United States of America,0.010662,0.575219,33.15
CWT,California Water Service Group,Utilities,Water Utilities,United States of America,0.016496,0.431349,52.89
CXP,Columbia Property Trust Inc,Financial,REIT - Office,United States of America,0.058212,0.837875,14.42
CXW,CoreCivic Inc,Financial,REIT - Diversified,United States of America,0.225931,1.915104,7.74
CZNC,Citizens & Northern Corp,Financial,Regional - Mid-Atlantic Banks,United States of America,0.04712,0.644557,23.34
CZWI,Citizens Community Bancorp Inc,Financial,Regional - Midwest Banks,United States of America,0.020426,0.682353,11.38
DCOM,Dime Community Bancshares Inc,Financial,Savings & Loans,United States of America,0.045786,0.402005,30.98
DD,"DuPont de Nemours, Inc.",Basic Materials,Chemicals - Major Diversified,United States of America,0.016515,0.301745,74.08
DEA,Easterly Government Properties Inc,Financial,REIT - Office,United States of America,0.049057,6.782082,20.99
DEI,Douglas Emmett Inc,Financial,REIT - Diversified,United States of America,0.034261,6.659015,33
DFS,Discover Financial Services,Financial,Credit Services,United States of America,0.018449,0.50482,98.02
DGICB,Donegal Group Inc,Financial,Property & Casualty Insurance,United States of America,0.040769,0.318068,13
DGX,Quest Diagnostics Inc,Healthcare,Medical Laboratories & Research,United States of America,0.0191,0.236825,117.92
DHI,D.R. Horton Inc,Industrial Goods,Residential Construction,United States of America,0.010025,0.096493,79.05
DHIL,Diamond Hill Investment Group Inc,Financial,Asset Management,United States of America,0.079591,0.3418,157.17
DHR,Danaher Corp,Industrial Goods,Diversified Machinery,United States of America,0.003358,0.168678,218.41
DLX,Deluxe Corp,Services,Business Services,United States of America,0.031226,5.702438,39.89
DOC,Physicians Realty Trust,Financial,REIT - Healthcare Facilities,United States of America,0.053707,2.828364,17.21
DOV,Dover Corp,Industrial Goods,Diversified Machinery,United States of America,0.015755,0.415995,130.05
DOW,Dow Chemical Co,Basic Materials,Chemicals - Major Diversified,United States of America,0.045752,1.648377,62.91
DRE,Duke Realty Corp,Financial,REIT - Industrial,United States of America,0.025722,0.592274,38.96
DTE,DTE Energy Co,Utilities,Electric Utilities,United States of America,0.034334,0.582786,123.13
DUK,Duke Energy Corp,Utilities,Electric Utilities,United States of America,0.044414,2.598891,88.57
DVD,Dover Motorsports Inc,Services,Sporting Activities,United States of America,0.032258,0.296967,2.17
DX,Dynex Capital Inc,Financial,REIT - Residential,United States of America,0.088573,0.29537,17.74
EAF,GrafTech International Ltd ,Industrial Goods,Industrial Electrical Equipment,United States of America,0.003484,0.019806,11.5
EARN,Ellington Residential Mortgage REIT,Financial,REIT - Residential,United States of America,0.090615,0.618623,12.35
EBAY,eBay Inc,Services,"Specialty Retail, Other",United States of America,0.012373,0.078878,53.78
EBIX,Ebix Inc,Technology,Business Software & Services,United States of America,0.01232,0.098239,24.86
EBMT,Eagle Bancorp Montana Inc,Financial,Regional - Pacific Banks,United States of America,0.016146,0.139561,25.16
EBSB,Meridian Bancorp Inc,,,United States of America,0.017998,0.25045,18.25
